53,":{name:""",Injured player id,""",value:""",ID of player injured,""",description:""",ID of the player who is injured and causing a delay in the game,"""},"
202,":{name:""",Weather problem,""",value:""",,""",description:""",Bad weather stops or interrupts play,"""},"
203,":{name:""",Crowd trouble,""",value:""",,""",description:""",Fire with the stadium stops or delays play,"""},"
205,":{name:""",Object thrown on pitch,""",value:""",,""",description:""",Object throw from the crowd lands on the pitch and delays play,"""},"
206,":{name:""",Spectator on pitch,""",value:""",,""",description:""",Spectator comes onto the pitch and forces a delay in play,"""},"
207,":{name:""",Awaiting officials decision,""",value:""",,""",description:""",Given to an event/delay where the referee still has to make a decision,"""},"
208,":{name:""",Referee injury,""",value:""",,""",description:""",Referee sustained injury causing stoppage in play,"""},"
226,":{name:""",Suspended,""",value:""",,""",description:""",Game is has not finished but is suspended,"""},"
227,":{name:""",Resume,""",value:""",,""",description:""",Game has resumed after being suspended mid-way through on a previous date,"""},"
54,":{name:""",End cause,""",value:""","1,2,3,4,5,6,7,99,100",""",description:""","Golden goal, weather, crowd, insufficient players, floodlight failure, frozen pitch, waterlogged pitch, other, unknown","""},"
56,":{name:""",Zone,""",value:""","Back, left, centre, right",""",description:""",Area on the pitch - see appendix 13,"""},"
57,":{name:""",End type,""",value:""",,""",description:""",Direction of play,"""},"
127,":{name:""",Right to Left Left to Right,""",value:""",,""",description:""",Event type 32 - Actual direction of play in relation to TV camera. X/Y coordinates however are ALWAYS all normalized to Left to Right.,"""},"
144,":{name:""", Deleted event type,""",value:""",Event ID,""",description:""",An event which should be removed. Value will show the ID of this event,"""},"
189,":{name:""",Player not visible,""",value:""",,""",description:""",Broadcast footage showing replay and not live footage – this event is what Opta analysts believe occurred.,"""},"
209,":{name:""",Game end,""",value:""",,""",description:""",The game is finished,"""},"
211,":{name:""",Overrun,""",value:""",,""",description:""",TAKE ON (3) – where a player takes on an opponent but the ball runs away from them out of play or to an opponent.,"""},"
229,":{name:""",Post-match complete,""",value:""",,""",description:""",Opta post match quality control has been completed on this match,"""},"
